day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
17,6,2013,34.1,49.7,19.9,0.0,90.7,21.2,77.4,8.8,22.0,9.5,fire,1
1,8,2012,29.6,58.3,17.5,0.0,86.1,15.7,86.0,6.7,19.7,7.6,not fire,1
6,8,2013,36.5,71.9,15.2,0.0,83.1,34.4,139.7,5.8,37.4,9.6,not fire,1
26,9,2012,38.6,59.9,16.0,0.2,93.0,33.6,139.4,7.7,36.9,10.9,fire,1
19,8,2012,26.7,78.2,15.8,0.0,80.3,8.0,35.0,5.5,9.0,5.2,not fire,1
27,7,2013,33.2,37.8,12.2,0.0,93.6,25.6,89.3,8.2,26.0,9.6,fire,1
16,8,2012,34.5,61.4,12.0,0.0,82.9,24.9,91.4,6.1,25.9,8.2,not fire,1
28,7,2013,29.3,63.9,20.2,0.0,87.3,12.8,42.7,6.9,12.8,6.8,not fire,0
17,7,2013,31.2,72.2,11.5,0.0,81.2,15.7,83.7,6.3,19.5,7.3,not fire,1
12,6,2012,26.7,70.9,20.4,0.0,77.6,12.9,62.9,3.2,15.3,4.5,not fire,0
12,6,2013,33.7,69.1,17.1,0.5,78.2,25.5,90.7,4.7,26.2,7.2,not fire,0
22,7,2012,36.7,37.8,21.1,0.0,95.5,26.8,107.0,9.8,28.9,11.2,fire,0
1,7,2012,28.8,59.4,14.9,0.0,88.5,8.0,37.9,7.8,9.3,6.8,not fire,0
26,9,2012,37.4,65.0,15.8,0.0,94.9,23.0,77.1,7.6,23.0,8.8,not fire,0
2,9,2013,30.9,64.5,17.3,0.0,82.8,21.3,88.0,5.6,23.4,7.4,not fire,0
14,7,2012,33.3,71.9,12.9,0.0,81.1,14.7,67.9,6.1,17.0,6.8,not fire,1
15,9,2012,28.2,77.0,17.2,0.0,75.7,7.2,58.4,4.1,11.3,4.6,not fire,1
25,8,2013,32.5,64.7,12.8,0.0,82.1,25.0,96.3,5.1,26.6,7.5,not fire,1
31,8,2012,31.4,74.3,18.0,1.0,75.6,17.2,75.3,3.5,19.4,5.3,not fire,1
6,9,2012,30.4,65.2,14.1,0.0,78.5,17.6,66.3,3.7,18.5,5.3,not fire,0
4,6,2013,34.7,70.6,15.6,0.0,83.4,24.0,76.8,4.9,23.6,7.0,not fire,1
26,7,2013,30.6,73.3,15.8,0.0,78.7,19.7,67.2,3.5,19.9,5.5,not fire,1
25,7,2012,30.2,80.7,15.2,0.2,80.5,12.6,54.6,4.4,14.1,5.2,not fire,1
25,9,2013,31.9,66.9,14.4,0.0,87.5,24.3,85.0,7.2,24.8,8.8,not fire,1
2,7,2012,32.3,78.5,11.9,0.5,82.7,12.1,68.5,3.4,15.5,4.7,not fire,0
30,9,2012,32.7,72.6,10.9,0.0,82.6,20.7,90.7,3.9,23.3,6.2,not fire,1
27,7,2013,29.7,64.7,13.3,0.0,83.2,9.8,38.6,4.6,10.5,4.8,not fire,0
8,8,2013,33.3,63.3,16.1,0.5,89.9,25.6,93.7,7.1,26.6,9.0,not fire,1
30,9,2012,31.7,64.8,12.4,0.0,81.2,22.0,94.9,4.2,24.6,6.6,not fire,1
24,8,2012,26.4,63.7,12.9,0.0,81.4,11.6,44.8,3.2,12.3,4.1,not fire,1
17,8,2012,30.9,68.7,16.6,0.0,74.4,16.8,83.9,5.1,20.2,6.6,not fire,1
3,6,2013,31.2,51.0,18.9,0.0,88.4,27.2,91.0,8.0,27.3,9.7,not fire,1
5,9,2012,27.6,60.9,11.4,0.0,79.2,4.7,40.7,2.7,7.7,3.0,not fire,1
9,6,2012,33.0,78.1,12.3,0.0,83.2,14.3,62.5,4.3,16.1,5.4,not fire,1
16,9,2013,28.5,59.4,11.9,0.0,84.1,17.6,83.9,4.7,20.6,6.4,not fire,0
4,6,2012,26.6,76.4,15.6,0.2,79.9,8.1,24.6,4.7,7.8,4.5,not fire,0
26,9,2012,36.0,52.5,19.8,2.0,87.2,20.5,89.4,8.4,23.0,9.3,not fire,0
18,6,2013,28.7,66.2,14.7,0.0,82.5,9.3,31.4,6.6,9.3,6.0,not fire,0
19,7,2012,32.0,63.5,12.2,0.0,88.3,17.4,71.9,6.2,19.1,7.2,not fire,1
9,6,2012,26.3,68.3,18.8,0.0,75.7,13.2,66.1,4.9,15.9,5.8,not fire,0
11,8,2012,31.5,54.0,15.9,0.0,92.0,21.0,91.9,7.9,23.6,9.1,not fire,1
7,7,2012,35.4,59.1,15.0,0.0,84.0,28.6,122.3,5.3,31.8,8.5,not fire,0
8,8,2012,36.1,51.2,15.0,0.0,96.0,27.4,87.7,8.1,27.0,9.7,fire,0
17,8,2012,34.1,61.6,17.3,0.0,92.6,23.2,85.3,9.3,24.2,10.2,not fire,0
5,8,2013,34.9,57.9,15.1,0.0,87.5,24.1,83.8,7.0,24.5,8.6,not fire,0
30,9,2012,31.8,61.6,19.1,0.0,85.5,15.4,72.0,5.9,17.9,6.8,not fire,0
27,8,2013,34.7,59.5,12.1,0.5,88.1,22.7,96.8,6.7,25.3,8.5,not fire,1
18,9,2013,32.8,67.6,13.1,0.0,83.1,26.4,105.2,5.5,28.5,8.1,not fire,1
18,6,2013,28.6,76.9,16.7,0.0,75.8,7.9,40.6,3.5,9.6,3.9,not fire,1
23,9,2012,33.4,54.8,15.7,0.2,93.4,31.8,119.0,7.8,33.4,10.4,not fire,1
9,8,2012,36.7,55.1,9.5,0.0,92.5,28.8,99.2,5.5,29.2,8.3,not fire,1
15,7,2013,26.0,64.6,15.9,0.0,81.0,8.0,36.2,4.4,9.1,4.5,not fire,1
2,9,2013,29.1,57.4,17.8,0.2,80.9,15.0,50.6,3.3,15.1,4.6,not fire,0
5,9,2013,27.3,61.9,13.4,0.0,81.2,8.7,39.5,4.1,9.9,4.4,not fire,1
28,8,2012,34.5,48.3,15.1,0.5,94.6,35.8,104.8,7.5,34.1,10.3,fire,1
22,9,2013,38.3,55.1,16.0,0.0,89.0,29.9,109.1,5.3,31.0,8.4,not fire,0
6,6,2012,30.4,60.9,15.9,0.0,79.1,18.6,63.3,4.5,18.7,6.0,not fire,1
23,8,2013,34.1,56.8,13.1,0.0,94.9,30.3,110.8,9.0,31.5,11.0,fire,1
5,8,2013,29.8,47.3,15.5,0.0,87.9,16.8,66.9,9.4,18.1,9.3,not fire,1
2,7,2012,33.5,58.4,12.9,0.0,87.2,16.9,81.5,4.9,20.0,6.5,not fire,0
7,7,2012,34.0,57.0,13.0,0.2,88.1,25.5,124.1,6.8,30.2,9.3,not fire,0
29,7,2012,28.8,58.1,18.2,0.5,86.0,19.5,91.8,7.1,22.7,8.4,not fire,1
7,6,2012,28.9,62.2,15.3,0.0,84.5,17.3,65.2,5.9,18.2,6.8,not fire,0
2,7,2013,32.7,68.0,16.2,0.0,77.9,19.4,80.5,2.2,21.3,4.7,not fire,1
29,6,2012,30.8,54.8,17.8,0.0,88.0,14.9,65.7,6.7,16.8,7.2,not fire,1
20,8,2012,25.8,50.0,16.1,0.2,82.5,8.0,28.9,5.8,8.3,5.3,not fire,0
6,6,2013,26.5,69.0,15.7,0.0,85.9,9.6,53.5,8.6,12.2,7.8,not fire,0
9,8,2013,34.9,67.9,14.9,0.0,86.5,23.1,95.0,6.4,25.3,8.3,not fire,1
16,7,2012,28.3,68.0,16.7,0.0,81.8,14.9,71.3,5.8,17.5,6.7,not fire,1
10,9,2012,28.2,79.7,17.1,0.0,80.2,1.2,25.2,6.1,3.7,4.8,not fire,0
26,7,2012,26.2,73.7,14.1,0.2,76.1,15.4,65.3,3.9,17.1,5.3,not fire,1
1,6,2012,34.2,53.4,13.7,0.0,92.2,24.5,87.1,8.3,25.1,9.6,fire,0
19,7,2012,29.3,48.2,17.8,0.5,89.7,16.5,67.9,8.8,18.0,8.9,not fire,1
12,8,2012,33.7,47.8,16.1,0.0,87.2,24.9,80.9,5.9,24.6,7.9,not fire,1
30,7,2013,31.8,68.6,22.2,0.0,82.3,14.2,79.6,6.1,18.1,7.0,not fire,0
5,6,2013,31.5,61.4,12.3,0.0,83.2,20.1,52.6,4.9,18.4,6.2,not fire,1
17,6,2013,28.2,68.6,15.0,0.0,78.6,10.1,46.8,5.0,11.7,5.2,not fire,1
9,8,2012,31.3,77.3,11.7,0.0,79.2,12.1,58.0,4.8,14.2,5.5,not fire,0
5,6,2013,31.7,58.6,21.2,0.5,84.0,15.3,76.2,6.0,18.3,7.0,not fire,0
15,6,2013,28.8,66.8,17.5,0.0,81.6,12.3,49.3,4.4,13.3,5.1,not fire,1
8,9,2013,34.6,54.0,15.0,0.0,85.8,25.7,90.6,6.8,26.3,8.7,not fire,1
29,7,2012,26.9,52.6,20.2,1.0,83.0,16.6,78.5,5.6,19.4,6.8,not fire,1
13,7,2012,34.7,60.6,13.9,10.0,71.9,21.5,73.5,2.6,21.7,5.0,not fire,1
22,8,2012,32.3,59.1,14.5,0.0,89.4,16.4,77.7,6.7,19.2,7.6,not fire,0
12,7,2012,32.3,42.4,13.9,0.0,95.1,23.9,101.1,9.6,26.5,10.7,fire,0
11,8,2013,33.2,62.7,13.1,0.0,92.0,23.8,83.8,6.8,24.3,8.4,not fire,1
5,8,2012,33.5,60.3,15.9,0.0,84.8,14.4,64.5,5.4,16.4,6.2,not fire,0
5,7,2012,32.1,58.1,15.8,0.0,86.1,21.2,88.8,3.5,23.4,5.9,not fire,0
17,7,2013,33.3,69.0,19.2,0.0,81.8,17.4,70.7,7.1,18.9,7.8,not fire,0
26,8,2013,34.7,61.6,12.6,1.0,85.2,19.0,75.3,5.4,20.4,6.9,not fire,0
20,7,2012,31.6,60.6,13.2,0.0,84.4,22.7,102.1,6.4,25.9,8.4,not fire,0
18,8,2012,31.4,45.5,13.3,0.0,90.1,20.4,77.6,7.2,21.5,8.3,not fire,1
11,8,2013,26.7,74.9,18.0,0.0,74.2,6.8,29.8,4.8,7.7,4.5,not fire,1
24,8,2013,31.0,75.1,16.3,1.0,75.4,11.8,58.6,3.8,14.1,4.8,not fire,1
12,9,2013,28.0,81.1,18.3,0.0,77.3,7.1,43.4,3.1,9.5,3.6,not fire,0
23,7,2012,25.1,84.2,16.1,0.0,71.9,0.7,22.3,3.0,3.1,2.6,not fire,0
26,6,2013,30.1,68.7,16.8,0.2,78.6,16.3,61.5,5.3,17.1,6.3,not fire,0
9,6,2012,36.0,58.2,16.7,0.0,85.9,32.0,123.0,4.9,34.0,8.5,not fire,0
25,8,2013,34.0,66.2,15.9,0.0,87.4,23.9,112.2,7.0,27.8,9.1,not fire,0
16,7,2013,31.6,64.5,13.2,0.0,83.8,19.9,80.7,5.7,21.6,7.2,not fire,1
17,8,2012,34.1,71.0,13.6,0.2,79.6,14.4,53.0,4.3,15.0,5.3,not fire,1
29,8,2012,29.3,68.5,15.2,0.0,76.8,15.3,44.0,5.3,14.5,5.9,not fire,1
24,6,2013,33.3,56.6,15.1,0.0,90.4,23.1,93.2,7.6,25.0,9.0,not fire,0
6,8,2013,41.0,61.9,16.0,0.0,91.7,29.9,107.0,8.6,30.8,10.6,fire,0
16,9,2013,33.3,71.4,12.5,0.0,80.6,17.9,55.7,4.5,17.4,5.8,not fire,1
25,7,2012,27.9,76.5,10.9,0.0,76.7,5.5,60.2,3.9,10.5,4.3,not fire,1
7,7,2012,35.4,44.9,14.8,0.0,94.5,21.0,78.2,8.0,22.0,8.9,fire,1
24,6,2012,28.9,79.2,15.5,0.0,79.5,5.5,37.8,4.4,7.8,4.3,not fire,1
11,8,2012,29.0,82.8,17.2,0.0,80.9,14.4,66.0,5.1,16.6,6.0,not fire,1
11,7,2013,37.3,68.2,13.9,0.5,87.4,19.7,102.5,6.8,24.1,8.3,not fire,1
30,7,2013,30.3,70.7,13.1,0.0,81.1,22.1,76.1,5.4,22.4,7.1,not fire,1
10,8,2012,31.7,84.4,16.9,0.0,78.2,9.8,46.9,6.5,11.5,6.3,not fire,0
18,6,2013,35.0,50.2,12.0,0.0,92.5,30.4,123.5,6.5,33.1,9.5,fire,0
29,6,2013,31.1,55.5,13.7,0.0,86.2,18.9,86.5,7.0,21.7,8.1,not fire,0
10,9,2012,29.3,77.4,13.8,0.0,78.8,14.8,61.5,3.8,16.3,5.1,not fire,1
8,8,2012,27.9,51.8,14.3,0.0,89.2,12.6,52.0,3.2,13.8,4.3,not fire,0
5,8,2013,38.1,57.0,15.3,0.0,89.0,23.8,107.3,6.0,27.1,8.3,not fire,0
7,7,2013,32.0,80.7,12.5,0.0,77.9,20.3,82.4,2.9,22.1,5.3,not fire,1
10,8,2013,27.8,68.6,18.1,0.0,79.2,5.3,31.9,5.9,7.0,5.2,not fire,0
12,6,2012,36.2,69.2,18.6,5.0,75.7,28.1,117.3,5.3,30.9,8.3,not fire,1
31,9,2012,33.1,54.0,15.5,0.0,85.7,21.9,86.5,5.3,23.5,7.2,not fire,0
10,7,2012,28.2,79.0,18.5,0.0,79.5,10.2,48.7,5.4,11.9,5.6,not fire,1
5,8,2013,27.8,81.6,11.3,0.5,74.0,12.8,49.1,3.8,13.5,4.7,not fire,1
1,9,2012,25.6,78.8,16.1,0.0,72.6,2.6,25.8,1.5,4.7,1.7,not fire,0
9,6,2012,24.9,81.5,16.5,0.0,72.6,4.5,28.1,1.5,6.1,2.0,not fire,0
14,8,2013,37.1,50.5,16.2,0.0,95.6,34.8,138.5,9.3,37.5,12.1,fire,1
7,7,2012,33.6,49.9,17.8,10.0,72.1,21.9,66.4,1.2,21.1,4.0,not fire,0
9,6,2013,28.4,61.7,20.9,0.0,84.7,15.0,77.0,6.1,18.3,7.0,not fire,0
10,9,2012,32.0,67.3,12.4,0.0,88.9,19.4,84.2,6.7,21.7,8.0,not fire,0
26,8,2013,33.9,51.0,17.5,0.0,91.6,25.3,96.0,8.8,26.7,10.1,fire,0
22,7,2013,30.2,73.8,18.9,0.0,85.6,7.0,39.0,7.9,8.9,6.9,not fire,0
28,7,2012,36.9,57.9,16.8,0.0,91.0,27.1,101.4,6.1,28.4,8.5,not fire,0
4,7,2012,29.5,61.1,14.1,0.0,85.8,13.5,68.0,6.9,16.3,7.3,not fire,1
15,9,2013,35.3,40.5,16.2,0.0,94.0,28.3,119.8,9.0,31.3,11.0,fire,1
10,9,2012,29.3,69.0,13.8,0.0,82.2,12.8,62.4,5.8,15.2,6.3,not fire,1
22,9,2013,28.1,74.5,12.7,0.0,83.8,8.3,46.2,7.9,10.5,7.1,not fire,0
22,6,2012,31.9,70.5,12.8,10.0,64.4,19.3,77.7,1.2,20.9,4.0,not fire,0
18,6,2013,34.5,71.2,16.7,5.0,77.3,24.0,93.9,3.3,25.7,6.2,not fire,0
22,9,2012,32.2,58.0,21.8,0.0,88.8,20.1,68.1,6.1,20.3,7.3,not fire,1
17,6,2013,29.4,50.3,14.7,0.0,84.6,19.2,70.7,5.6,20.0,6.9,not fire,0
12,8,2012,32.0,64.6,15.7,0.5,82.4,19.4,83.3,5.9,21.6,7.4,not fire,1
7,8,2012,34.0,55.4,14.4,0.0,87.6,21.7,90.3,7.6,23.8,8.9,not fire,0
2,6,2013,30.6,63.9,15.0,0.0,83.2,20.4,69.0,6.0,20.5,7.3,not fire,0
17,6,2012,31.9,45.7,15.8,0.0,88.4,20.8,71.0,7.3,21.0,8.2,not fire,0
20,6,2013,24.7,81.8,17.9,0.0,69.6,1.0,11.6,2.9,2.0,2.3,not fire,0
4,7,2013,24.8,84.7,19.4,0.0,65.6,3.8,26.9,1.6,5.5,2.0,not fire,0
28,9,2013,33.3,57.4,16.0,0.0,85.6,12.5,55.2,7.7,14.1,7.5,not fire,0
24,8,2012,33.5,66.9,14.0,0.0,83.8,21.9,93.4,7.9,24.4,9.2,not fire,0
20,9,2012,34.9,48.4,15.7,0.0,94.6,26.8,108.0,8.1,29.0,10.0,fire,0
26,6,2012,29.0,73.9,15.6,0.0,71.8,11.3,44.6,5.7,12.1,5.8,not fire,0
28,7,2013,28.2,74.6,17.9,0.0,75.7,17.3,75.9,3.2,19.5,5.2,not fire,1
18,6,2013,34.4,56.8,13.5,0.0,89.6,27.4,108.6,7.9,29.4,9.9,not fire,1
31,8,2012,32.0,71.3,16.6,0.0,80.9,21.1,77.8,4.5,22.0,6.5,not fire,0
2,8,2013,29.1,63.3,17.0,0.0,77.4,19.0,69.2,4.7,19.7,6.2,not fire,0
31,9,2013,33.5,71.7,14.1,0.0,84.2,24.3,96.6,4.1,26.2,6.8,not fire,1
16,7,2013,33.8,56.5,18.3,0.0,85.4,17.5,59.8,5.8,17.7,6.7,not fire,0
27,7,2013,32.3,72.9,17.0,0.0,84.2,23.1,100.4,5.6,25.9,7.8,not fire,1
2,6,2013,29.6,80.5,14.5,0.2,70.9,12.5,65.1,3.1,15.3,4.5,not fire,1
4,6,2012,33.0,70.1,16.9,0.5,79.8,19.2,62.5,4.6,19.0,6.1,not fire,1
5,9,2012,38.7,38.6,14.8,0.0,96.0,28.8,104.1,8.5,29.8,10.4,fire,0
4,6,2013,33.9,71.0,16.0,0.0,78.9,18.6,57.5,5.2,18.0,6.3,not fire,0
7,9,2012,36.3,54.7,13.0,0.0,88.4,26.1,90.2,6.2,26.5,8.3,not fire,1
16,6,2013,34.7,48.4,16.6,0.0,95.3,22.6,90.4,8.8,24.4,9.8,fire,1
10,8,2013,34.2,23.9,18.3,0.5,96.0,29.6,120.4,8.7,32.2,10.9,fire,0
1,6,2012,35.1,40.2,14.8,5.0,83.6,27.0,94.2,5.7,27.5,8.1,not fire,0
11,9,2013,23.5,62.8,17.1,0.0,80.7,0.7,10.8,4.1,1.7,3.2,not fire,1
4,9,2013,31.8,67.7,17.3,0.0,84.5,18.1,69.0,6.8,19.1,7.6,not fire,1
10,9,2013,34.4,57.9,15.6,1.0,84.1,29.6,93.8,4.5,29.0,7.5,not fire,0
29,7,2013,24.4,75.5,15.9,0.0,77.8,0.7,26.7,4.1,3.6,3.4,not fire,1
7,7,2013,32.7,64.3,13.7,0.0,83.2,15.7,56.1,4.9,16.1,5.8,not fire,1
9,6,2012,29.6,54.1,12.5,0.0,82.2,15.8,86.2,4.8,19.8,6.3,not fire,0
5,6,2012,32.2,54.7,15.3,0.0,91.8,8.3,59.4,8.2,12.1,7.6,not fire,0
17,7,2012,34.3,61.4,14.9,0.0,93.4,22.7,91.6,9.1,24.6,10.0,not fire,1
3,8,2013,27.3,61.5,14.3,1.0,83.4,11.8,61.4,6.9,14.5,7.0,not fire,0
4,8,2013,29.7,64.6,16.0,0.5,82.0,19.0,65.2,7.0,19.2,7.7,not fire,1
9,6,2013,33.3,70.0,12.4,0.0,83.8,18.0,73.4,3.3,19.6,5.3,not fire,1
30,7,2012,36.1,66.4,21.4,0.0,86.5,24.4,86.4,8.1,25.0,9.4,not fire,1
11,9,2013,35.5,56.9,12.8,0.0,95.3,27.0,77.6,10.0,25.5,10.8,fire,0
30,6,2012,29.5,57.4,15.0,0.0,90.6,19.6,74.0,8.2,20.6,8.8,not fire,1
29,8,2013,28.9,64.1,15.8,0.0,88.3,7.9,32.3,8.0,8.6,6.9,not fire,0
29,6,2013,31.7,73.3,14.6,0.2,84.8,13.0,48.4,3.6,13.6,4.6,not fire,1
10,6,2012,34.5,47.4,11.5,0.0,88.5,19.7,67.6,5.2,19.9,6.6,not fire,0
9,7,2012,34.8,74.3,17.5,0.0,85.5,19.1,85.4,6.1,21.7,7.5,not fire,0
13,9,2012,32.6,58.8,17.4,0.0,82.9,19.2,84.1,6.0,21.6,7.4,not fire,0
9,7,2013,41.1,51.6,14.2,0.2,94.7,38.5,148.2,8.1,40.9,11.8,fire,1
9,8,2012,31.0,47.1,15.2,0.0,92.8,15.9,44.7,10.0,14.9,9.2,fire,0
15,8,2012,28.7,54.0,14.0,1.0,82.5,14.6,70.2,4.6,17.2,5.8,not fire,0
4,9,2012,32.7,72.2,13.0,0.0,75.4,19.3,73.6,1.5,20.4,4.1,not fire,1
10,6,2012,32.7,78.2,15.2,0.0,80.0,17.4,81.3,4.3,20.2,6.0,not fire,1
15,7,2012,29.9,56.4,20.8,0.0,85.1,15.4,64.6,6.0,17.0,6.8,not fire,0
5,9,2013,33.7,53.9,16.4,0.2,93.6,23.4,82.3,8.5,23.9,9.5,fire,1
1,9,2013,27.5,69.0,16.3,0.0,79.9,16.4,70.9,5.8,18.4,6.8,not fire,0
3,6,2012,34.6,53.3,15.7,0.0,93.0,26.4,90.9,8.1,26.7,9.7,fire,1
20,8,2012,34.8,53.3,8.4,0.0,94.7,32.0,121.5,9.2,33.8,11.5,fire,1
23,8,2012,27.7,52.6,14.8,0.0,88.3,12.8,72.3,6.1,16.4,6.7,not fire,1
19,9,2013,32.0,48.2,14.3,0.2,85.5,18.5,82.8,6.2,21.0,7.5,not fire,0
25,6,2012,34.6,70.9,20.7,0.0,80.4,22.7,90.0,7.0,24.4,8.6,not fire,1
9,6,2012,28.7,64.6,13.0,2.0,77.9,10.6,44.5,2.2,11.7,3.3,not fire,0
26,8,2013,27.2,64.8,13.6,0.0,81.5,6.0,55.2,5.4,10.3,5.3,not fire,1
20,8,2012,30.6,57.6,15.2,0.0,87.6,15.1,64.5,4.7,16.8,5.8,not fire,0
28,6,2012,33.9,63.9,17.6,0.0,86.5,18.3,83.6,7.2,21.0,8.2,not fire,1
26,6,2013,33.6,58.0,16.9,0.0,82.3,16.2,65.0,6.2,17.5,7.0,not fire,1
13,7,2013,28.4,65.2,9.5,0.0,81.7,12.1,54.8,4.4,13.8,5.2,not fire,0
16,7,2013,30.0,63.2,16.9,0.0,87.6,10.5,56.8,10.0,13.1,9.0,not fire,0
8,6,2012,33.0,66.4,17.4,0.0,84.5,16.5,69.0,5.0,18.2,6.2,not fire,1
29,7,2013,31.3,53.6,16.9,0.0,86.7,23.2,82.8,4.8,23.9,7.0,not fire,0
23,9,2013,32.9,54.3,20.4,2.0,85.4,15.6,85.6,6.7,19.6,7.7,not fire,1
30,8,2012,34.4,51.0,16.3,0.0,87.3,16.6,72.6,7.6,18.7,8.1,not fire,1
31,8,2013,27.5,85.7,13.4,0.0,68.3,8.1,28.0,0.0,8.2,1.2,not fire,1
11,9,2012,31.0,63.4,23.2,0.0,83.3,18.8,83.4,8.7,21.3,9.3,not fire,0
5,7,2012,24.4,73.2,9.7,0.0,78.7,9.7,51.3,2.8,12.0,3.7,not fire,1
25,6,2012,23.5,82.6,13.5,0.0,71.8,8.2,50.6,1.8,11.0,2.9,not fire,1
16,8,2012,31.0,83.1,13.1,0.0,77.7,19.8,77.1,3.8,21.1,5.8,not fire,1
19,6,2012,28.1,77.0,16.0,0.0,75.8,3.2,17.7,4.5,4.1,3.8,not fire,1
26,9,2012,28.1,54.2,20.2,0.0,87.1,11.3,83.2,6.3,16.8,6.9,not fire,0
20,8,2012,32.9,57.0,17.0,0.0,84.8,18.0,49.3,5.5,16.7,6.3,not fire,0
3,7,2012,31.1,52.0,17.9,0.0,86.4,16.8,63.7,6.1,17.7,6.9,not fire,1
1,9,2012,29.8,68.4,16.4,0.0,78.6,16.3,86.5,5.4,20.2,6.8,not fire,0
11,8,2012,27.6,53.1,14.4,0.0,80.5,19.3,70.6,3.9,20.1,5.8,not fire,1
17,7,2013,31.2,71.4,12.0,0.5,75.9,21.2,99.4,4.3,24.7,6.7,not fire,0
6,8,2013,30.1,40.8,16.3,0.0,90.8,23.4,81.1,7.3,23.7,8.6,fire,0
28,8,2012,37.8,45.2,16.8,0.0,95.6,31.9,116.6,7.3,33.1,10.1,fire,0
30,9,2013,28.4,64.5,16.7,0.0,85.3,13.0,65.5,6.4,15.7,6.8,not fire,1
4,8,2013,34.4,61.1,18.5,0.0,88.7,26.7,93.2,7.3,27.2,9.2,not fire,1
9,7,2012,30.1,57.4,18.8,0.0,89.2,25.5,83.4,8.4,25.3,9.7,not fire,1
31,6,2012,32.0,47.5,16.7,0.2,92.5,17.1,54.1,6.9,16.7,7.3,not fire,0
2,8,2013,30.5,72.3,14.2,0.0,80.2,17.5,68.0,6.7,18.6,7.5,not fire,1
31,6,2012,32.1,49.1,18.9,0.0,90.4,18.4,78.4,7.9,20.4,8.6,not fire,0
12,8,2013,38.3,52.4,14.6,0.0,95.1,29.6,125.3,9.1,32.8,11.3,fire,1
16,8,2013,28.5,84.5,20.5,0.0,75.9,10.3,68.4,5.0,14.4,5.7,not fire,0
18,6,2013,34.6,68.4,12.4,0.0,87.8,23.8,102.8,5.1,26.6,7.6,not fire,0
16,8,2013,28.1,62.5,13.1,1.0,78.4,6.5,33.6,2.2,7.9,2.7,not fire,0
17,6,2013,30.1,76.9,15.0,0.0,80.0,10.2,72.3,5.0,14.8,5.7,not fire,0
12,6,2012,32.9,65.7,21.7,0.0,83.9,19.9,76.7,6.2,21.1,7.5,not fire,1
22,7,2012,32.5,55.2,10.7,0.0,89.7,17.7,58.9,6.6,17.7,7.3,not fire,0
9,9,2013,34.9,66.9,17.9,0.0,89.6,22.3,88.0,8.9,24.0,9.8,not fire,1
17,7,2012,34.0,68.6,12.1,0.0,83.5,25.3,99.3,6.7,27.1,8.8,not fire,1
14,9,2012,41.2,55.1,15.6,0.0,96.0,33.3,119.6,9.6,34.4,11.9,fire,1
17,9,2013,34.9,55.3,16.8,0.0,90.6,27.3,119.1,6.9,30.7,9.4,not fire,1
4,6,2013,27.3,83.4,19.4,0.0,75.1,2.5,20.9,3.4,4.0,3.0,not fire,0
5,8,2012,31.7,62.1,17.4,10.0,67.3,19.1,75.5,1.1,20.5,3.8,not fire,1
23,8,2012,28.0,69.9,16.1,1.0,75.2,13.4,49.2,3.9,14.0,4.8,not fire,1
5,9,2013,29.4,63.4,10.8,0.0,84.4,11.6,65.1,4.0,14.8,5.0,not fire,0
25,9,2012,31.3,53.8,17.6,0.0,85.1,21.1,70.9,6.2,21.2,7.5,not fire,1
28,6,2012,29.3,52.6,17.6,0.0,87.4,13.6,79.6,7.0,17.7,7.6,not fire,0
1,6,2013,35.8,51.6,15.6,0.0,94.9,19.2,76.1,9.9,20.6,10.0,fire,0
28,6,2013,39.7,64.3,17.7,0.0,88.4,29.4,115.4,7.7,31.5,10.1,not fire,1
12,8,2012,31.4,54.7,15.7,0.0,82.8,11.6,63.8,4.2,14.6,5.2,not fire,1
10,7,2012,25.8,79.4,10.7,0.0,73.1,0.7,25.5,2.1,3.5,2.0,not fire,0
31,8,2012,37.6,63.4,17.9,0.0,88.4,26.2,97.6,8.6,27.4,10.1,not fire,0
19,7,2013,31.5,74.6,12.8,0.2,80.0,8.9,28.8,2.8,8.8,3.3,not fire,1
13,9,2012,26.8,81.0,12.3,0.0,70.5,16.3,87.7,0.8,20.3,3.6,not fire,0
4,6,2013,37.5,54.1,13.9,0.0,91.0,32.7,102.1,6.4,31.9,9.3,fire,1
16,7,2013,37.0,55.7,14.3,0.5,81.9,28.9,125.4,5.6,32.4,8.8,not fire,0
10,6,2012,30.9,73.0,13.9,0.0,79.2,20.7,92.6,4.4,23.5,6.6,not fire,0
6,8,2012,34.8,47.7,19.9,0.0,89.4,24.0,97.0,8.4,26.1,9.8,fire,0
13,9,2013,34.2,53.9,14.6,0.0,84.6,28.9,84.5,5.4,27.5,7.9,not fire,0
10,7,2012,30.6,54.1,16.4,0.0,84.1,17.4,75.3,5.4,19.5,6.7,not fire,0
3,7,2012,32.5,71.9,16.7,0.0,79.9,17.1,95.4,4.2,21.7,6.2,not fire,1
5,8,2012,31.7,58.8,12.9,1.0,85.5,14.4,63.9,5.9,16.3,6.6,not fire,1
10,6,2012,32.7,56.1,14.0,0.0,87.0,15.5,73.3,7.0,18.1,7.6,not fire,1
3,6,2013,33.6,70.5,13.6,0.0,80.9,19.5,72.6,4.6,20.4,6.2,not fire,1
25,7,2013,27.0,80.2,18.3,0.0,75.3,10.6,64.8,3.4,14.1,4.5,not fire,0
